userName;score;at;content;CaseFolding;Cleaning;Tokenizing;Formalisasi;WithoutStopwords;Stemming;Label
arief reza purnama;1;2025-12-25 04:58:29;"gk bisa verifikasi otp cepetan perbaiki woylah.. saya mau berobat ini...;";"gk bisa verifikasi otp cepetan perbaiki woylah.. saya mau berobat ini...;";gk bisa verifikasi otp cepetan perbaiki woylah saya mau berobat ini;['gk', 'bisa', 'verifikasi', 'otp', 'cepetan', 'perbaiki', 'woylah', 'saya', 'mau', 'berobat', 'ini'];['gk', 'bisa', 'verifikasi', 'otp', 'cepetan', 'perbaiki', 'woylah', 'saya', 'mau', 'berobat', 'ini'];['gk', 'verifikasi', 'otp', 'cepetan', 'perbaiki', 'woylah', 'berobat'];['gk', 'verifikasi', 'otp', 'cepetan', 'baik', 'woylah', 'obat'];Positif
Pengguna Google;5;2025-12-30 07:38:35;"ok banget .. sangat bisa d andalkan;";"ok banget .. sangat bisa d andalkan;";ok banget sangat bisa d andalkan;['ok', 'banget', 'sangat', 'bisa', 'd', 'andalkan'];['oke', 'sangat', 'sangat', 'bisa', 'd', 'andalkan'];['ok', 'banget', 'd', 'andalkan'];['ok', 'banget', 'd', 'andal'];Netral
Pengguna Google;5;2026-01-14 17:16:23;"sangat membantu👍👍👍;";"sangat membantu👍👍👍;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-02 03:04:16;"aplikasinya tdk pernah lemot;";"aplikasinya tdk pernah lemot;";aplikasinya tdk pernah lemot;['aplikasinya', 'tdk', 'pernah', 'lemot'];['aplikasinya', 'tidak', 'pernah', 'lemot'];['aplikasinya', 'tdk', 'lemot'];['aplikasi', 'tdk', 'lot'];Negatif
Pengguna Google;5;2025-12-31 00:22:29;"sangat mudah di gunakan;";"sangat mudah di gunakan;";sangat mudah di gunakan;['sangat', 'mudah', 'di', 'gunakan'];['sangat', 'mudah', 'di', 'gunakan'];['mudah'];['mudah'];Positif
Pengguna Google;5;2026-01-01 16:47:05;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-24 10:04:58;"oke;";"oke;";oke;['oke'];['oke'];['oke'];['oke'];Positif
Waris Rujito;5;2025-12-29 02:29:00;"sangat membantu dlm segala proses;";"sangat membantu dlm segala proses;";sangat membantu dlm segala proses;['sangat', 'membantu', 'dlm', 'segala', 'proses'];['sangat', 'membantu', 'dlm', 'segala', 'proses'];['membantu', 'dlm', 'proses'];['bantu', 'dlm', 'proses'];Positif
Pengguna Google;4;2026-01-07 09:40:14;"lumayan lah untuk cek kartu dan ganti faskes lebih mudah.sayang fitur tambah keluarga dan kurangi anggota masih ribet dan susah;";"lumayan lah untuk cek kartu dan ganti faskes lebih mudah.sayang fitur tambah keluarga dan kurangi anggota masih ribet dan susah;";lumayan lah untuk cek kartu dan ganti faskes lebih mudah sayang fitur tambah keluarga dan kurangi anggota masih ribet dan susah;['lumayan', 'lah', 'untuk', 'cek', 'kartu', 'dan', 'ganti', 'faskes', 'lebih', 'mudah', 'sayang', 'fitur', 'tambah', 'keluarga', 'dan', 'kurangi', 'anggota', 'masih', 'ribet', 'dan', 'susah'];['lumayan', 'lah', 'untuk', 'cek', 'kartu', 'dan', 'ganti', 'faskes', 'lebih', 'mudah', 'sayang', 'fitur', 'tambah', 'keluarga', 'dan', 'kurangi', 'anggota', 'masih', 'ribet', 'dan', 'susah'];['lumayan', 'cek', 'kartu', 'ganti', 'faskes', 'mudah', 'sayang', 'fitur', 'keluarga', 'kurangi', 'anggota', 'ribet', 'susah'];['lumayan', 'cek', 'kartu', 'ganti', 'faskes', 'mudah', 'sayang', 'fitur', 'keluarga', 'kurang', 'anggota', 'ribet', 'susah'];Negatif
Pengguna Google;5;2026-01-17 12:47:48;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Dulalimo 01;5;2025-12-23 00:39:44;"aplikasinya KEREN;";"aplikasinya keren;";aplikasinya KEREN;['aplikasinya', 'KEREN'];['aplikasinya', 'KEREN'];['aplikasinya', 'KEREN'];['aplikasi', 'keren'];Positif
Pengguna Google;5;2026-01-15 01:27:26;"sangat membantu saya;";"sangat membantu saya;";sangat membantu saya;['sangat', 'membantu', 'saya'];['sangat', 'membantu', 'saya'];['membantu'];['bantu'];Positif
I Nengah Kumpul Erangan;4;2025-12-24 01:19:45;"Aplikasinya bagus dan lancar. Cuma tak bisa menambahkan anggota di aplikasi. Alasannya karena sudah terdaftar. Berharap dalam satu akun bisa dicantumkan seluruh anggota keluarga yang sudah terdaftar JKN.;";"aplikasinya bagus dan lancar. cuma tak bisa menambahkan anggota di aplikasi. alasannya karena sudah terdaftar. berharap dalam satu akun bisa dicantumkan seluruh anggota keluarga yang sudah terdaftar jkn.;";Aplikasinya bagus dan lancar Cuma tak bisa menambahkan anggota di aplikasi Alasannya karena sudah terdaftar Berharap dalam satu akun bisa dicantumkan seluruh anggota keluarga yang sudah terdaftar JKN;['Aplikasinya', 'bagus', 'dan', 'lancar', 'Cuma', 'tak', 'bisa', 'menambahkan', 'anggota', 'di', 'aplikasi', 'Alasannya', 'karena', 'sudah', 'terdaftar', 'Berharap', 'dalam', 'satu', 'akun', 'bisa', 'dicantumkan', 'seluruh', 'anggota', 'keluarga', 'yang', 'sudah', 'terdaftar', 'JKN'];['Aplikasinya', 'bagus', 'dan', 'lancar', 'Cuma', 'tak', 'bisa', 'menambahkan', 'anggota', 'di', 'aplikasi', 'Alasannya', 'karena', 'sudah', 'terdaftar', 'Berharap', 'dalam', 'satu', 'akun', 'bisa', 'dicantumkan', 'seluruh', 'anggota', 'keluarga', 'yang', 'sudah', 'terdaftar', 'JKN'];['Aplikasinya', 'bagus', 'lancar', 'Cuma', 'anggota', 'aplikasi', 'Alasannya', 'terdaftar', 'Berharap', 'akun', 'dicantumkan', 'anggota', 'keluarga', 'terdaftar', 'JKN'];['aplikasi', 'bagus', 'lancar', 'cuma', 'anggota', 'aplikasi', 'alas', 'daftar', 'harap', 'akun', 'cantum', 'anggota', 'keluarga', 'daftar', 'jkn'];Positif
Mas Rita;5;2025-12-21 14:01:28;"sangat mudah dan membantu;";"sangat mudah dan membantu;";sangat mudah dan membantu;['sangat', 'mudah', 'dan', 'membantu'];['sangat', 'mudah', 'dan', 'membantu'];['mudah', 'membantu'];['mudah', 'bantu'];Positif
Pengguna Google;5;2026-01-23 05:39:28;"sangat sangat membantu....;";"sangat sangat membantu....;";sangat sangat membantu;['sangat', 'sangat', 'membantu'];['sangat', 'sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-14 03:26:50;"sangat mempermudah utk berobat zaman skrg tdak perlu antri2...;";"sangat mempermudah utk berobat zaman skrg tdak perlu antri2...;";sangat mempermudah utk berobat zaman skrg tdak perlu antri;['sangat', 'mempermudah', 'utk', 'berobat', 'zaman', 'skrg', 'tdak', 'perlu', 'antri'];['sangat', 'mempermudah', 'untuk', 'berobat', 'zaman', 'sekarang', 'tdak', 'perlu', 'antri'];['mempermudah', 'utk', 'berobat', 'zaman', 'skrg', 'tdak', 'antri'];['mudah', 'utk', 'obat', 'zaman', 'skrg', 'tdak', 'antri'];Positif
Pengguna Google;4;2026-01-05 07:52:34;"Alhamdulillah sangat membantu;";"alhamdulillah sangat membantu;";Alhamdulillah sangat membantu;['Alhamdulillah', 'sangat', 'membantu'];['Alhamdulillah', 'sangat', 'membantu'];['Alhamdulillah', 'membantu'];['alhamdulillah', 'bantu'];Positif
Pengguna Google;5;2026-01-23 12:14:58;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Maryam Riza;5;2025-12-29 12:10:59;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;5;2026-01-11 05:47:59;"mudah mudahan pihak bpjs dapat menjaga privasi data kita semua;";"mudah mudahan pihak bpjs dapat menjaga privasi data kita semua;";mudah mudahan pihak bpjs dapat menjaga privasi data kita semua;['mudah', 'mudahan', 'pihak', 'bpjs', 'dapat', 'menjaga', 'privasi', 'data', 'kita', 'semua'];['mudah', 'mudahan', 'pihak', 'bpjs', 'dapat', 'menjaga', 'privasi', 'data', 'kita', 'semua'];['mudah', 'mudahan', 'bpjs', 'menjaga', 'privasi', 'data'];['mudah', 'mudah', 'bpjs', 'jaga', 'privasi', 'data'];Positif
Pengguna Google;5;2026-01-12 10:56:40;"pelayanan memuaskan;";"pelayanan memuaskan;";pelayanan memuaskan;['pelayanan', 'memuaskan'];['pelayanan', 'memuaskan'];['pelayanan', 'memuaskan'];['layan', 'muas'];Netral
Pengguna Google;5;2026-01-20 08:34:56;"boleh lah;";"boleh lah;";boleh lah;['boleh', 'lah'];['boleh', 'lah'];[];[];Netral
Pengguna Google;5;2026-01-09 02:54:36;"kalo ngrubah alamat sesuai diktp apa mesti ke kantor bpjs;";"kalo ngrubah alamat sesuai diktp apa mesti ke kantor bpjs;";kalo ngrubah alamat sesuai diktp apa mesti ke kantor bpjs;['kalo', 'ngrubah', 'alamat', 'sesuai', 'diktp', 'apa', 'mesti', 'ke', 'kantor', 'bpjs'];['kalau', 'ngrubah', 'alamat', 'sesuai', 'diktp', 'apa', 'mesti', 'ke', 'kantor', 'bpjs'];['kalo', 'ngrubah', 'alamat', 'sesuai', 'diktp', 'mesti', 'kantor', 'bpjs'];['kalo', 'ngrubah', 'alamat', 'sesuai', 'diktp', 'mesti', 'kantor', 'bpjs'];Netral
Pengguna Google;5;2026-01-23 10:34:28;"sangat membantu dan mudah;";"sangat membantu dan mudah;";sangat membantu dan mudah;['sangat', 'membantu', 'dan', 'mudah'];['sangat', 'membantu', 'dan', 'mudah'];['membantu', 'mudah'];['bantu', 'mudah'];Positif
Pengguna Google;5;2026-01-09 10:19:08;"aplikasi sangat baik;";"aplikasi sangat baik;";aplikasi sangat baik;['aplikasi', 'sangat', 'baik'];['aplikasi', 'sangat', 'baik'];['aplikasi'];['aplikasi'];Positif
Pengguna Google;5;2026-01-08 11:52:51;"keren;";"keren;";keren;['keren'];['keren'];['keren'];['keren'];Positif
Pengguna Google;5;2026-01-11 06:55:39;"aplikasi ini membantu sekali;";"aplikasi ini membantu sekali;";aplikasi ini membantu sekali;['aplikasi', 'ini', 'membantu', 'sekali'];['aplikasi', 'ini', 'membantu', 'sekali'];['aplikasi', 'membantu'];['aplikasi', 'bantu'];Positif
Pengguna Google;2;2026-01-23 18:06:28;"update login lagi update login lagi. seminggu ga di liat login lagi. bayangkan kalau lagi gawat disuruh login dulu 🤬;";"update login lagi update login lagi. seminggu ga di liat login lagi. bayangkan kalau lagi gawat disuruh login dulu 🤬;";update login lagi update login lagi seminggu ga di liat login lagi bayangkan kalau lagi gawat disuruh login dulu ;['update', 'login', 'lagi', 'update', 'login', 'lagi', 'seminggu', 'ga', 'di', 'liat', 'login', 'lagi', 'bayangkan', 'kalau', 'lagi', 'gawat', 'disuruh', 'login', 'dulu'];['update', 'login', 'lagi', 'update', 'login', 'lagi', 'seminggu', 'ga', 'di', 'liat', 'login', 'lagi', 'bayangkan', 'kalau', 'lagi', 'gawat', 'disuruh', 'login', 'dulu'];['update', 'login', 'update', 'login', 'seminggu', 'ga', 'liat', 'login', 'bayangkan', 'gawat', 'disuruh', 'login'];['update', 'login', 'update', 'login', 'minggu', 'ga', 'liat', 'login', 'bayang', 'gawat', 'suruh', 'login'];Netral
Pengguna Google;5;2026-01-09 11:11:35;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-21 13:57:54;"memuaskan;";"memuaskan;";memuaskan;['memuaskan'];['memuaskan'];['memuaskan'];['muas'];Netral
Pengguna Google;1;2026-01-19 00:27:06;"otp gak masuk masuk gimana mau login;";"otp gak masuk masuk gimana mau login;";otp gak masuk masuk gimana mau login;['otp', 'gak', 'masuk', 'masuk', 'gimana', 'mau', 'login'];['otp', 'tidak', 'masuk', 'masuk', 'gimana', 'mau', 'login'];['otp', 'gak', 'masuk', 'masuk', 'gimana', 'login'];['otp', 'gak', 'masuk', 'masuk', 'gimana', 'login'];Netral
Pengguna Google;5;2026-01-09 12:42:44;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Agung Suro;5;2025-12-29 12:13:18;"respon cepat mantap;";"respon cepat mantap;";respon cepat mantap;['respon', 'cepat', 'mantap'];['respon', 'cepat', 'mantap'];['respon', 'cepat', 'mantap'];['respon', 'cepat', 'mantap'];Positif
Pengguna Google;1;2026-01-01 02:35:54;"mhn diperbaiki aplikasi nya. Saya daftarin anak sy buat kontrol tgl 22 nov 2025 dan sudah check in manual dirumah sakit bisa2 nya nomor antriannya masih gantung sampai sekarang. Saya jadi gbs ambil nomor antrian di aplikasi nya karena nomor antrian tgl 22 nov belum hilang. Dibatalkan gagal terus. Tolong dibantu diperbaiki aplikasi lebih akurat 🧐;";"mhn diperbaiki aplikasi nya. saya daftarin anak sy buat kontrol tgl 22 nov 2025 dan sudah check in manual dirumah sakit bisa2 nya nomor antriannya masih gantung sampai sekarang. saya jadi gbs ambil nomor antrian di aplikasi nya karena nomor antrian tgl 22 nov belum hilang. dibatalkan gagal terus. tolong dibantu diperbaiki aplikasi lebih akurat 🧐;";mhn diperbaiki aplikasi nya Saya daftarin anak sy buat kontrol tgl nov dan sudah check in manual dirumah sakit bisa nya nomor antriannya masih gantung sampai sekarang Saya jadi gbs ambil nomor antrian di aplikasi nya karena nomor antrian tgl nov belum hilang Dibatalkan gagal terus Tolong dibantu diperbaiki aplikasi lebih akurat ;['mhn', 'diperbaiki', 'aplikasi', 'nya', 'Saya', 'daftarin', 'anak', 'sy', 'buat', 'kontrol', 'tgl', 'nov', 'dan', 'sudah', 'check', 'in', 'manual', 'dirumah', 'sakit', 'bisa', 'nya', 'nomor', 'antriannya', 'masih', 'gantung', 'sampai', 'sekarang', 'Saya', 'jadi', 'gbs', 'ambil', 'nomor', 'antrian', 'di', 'aplikasi', 'nya', 'karena', 'nomor', 'antrian', 'tgl', 'nov', 'belum', 'hilang', 'Dibatalkan', 'gagal', 'terus', 'Tolong', 'dibantu', 'diperbaiki', 'aplikasi', 'lebih', 'akurat'];['mhn', 'diperbaiki', 'aplikasi', 'nya', 'Saya', 'daftarin', 'anak', 'saya', 'buat', 'kontrol', 'tanggal', 'nov', 'dan', 'sudah', 'check', 'in', 'manual', 'dirumah', 'sakit', 'bisa', 'nya', 'nomor', 'antriannya', 'masih', 'gantung', 'sampai', 'sekarang', 'Saya', 'jadi', 'gbs', 'ambil', 'nomor', 'antrian', 'di', 'aplikasi', 'nya', 'karena', 'nomor', 'antrian', 'tanggal', 'nov', 'belum', 'hilang', 'Dibatalkan', 'gagal', 'terus', 'Tolong', 'dibantu', 'diperbaiki', 'aplikasi', 'lebih', 'akurat'];['mhn', 'diperbaiki', 'aplikasi', 'nya', 'Saya', 'daftarin', 'anak', 'sy', 'kontrol', 'tgl', 'nov', 'check', 'in', 'manual', 'dirumah', 'sakit', 'nya', 'nomor', 'antriannya', 'gantung', 'Saya', 'gbs', 'ambil', 'nomor', 'antrian', 'aplikasi', 'nya', 'nomor', 'antrian', 'tgl', 'nov', 'hilang', 'Dibatalkan', 'gagal', 'Tolong', 'dibantu', 'diperbaiki', 'aplikasi', 'akurat'];['mhn', 'baik', 'aplikasi', 'nya', 'saya', 'daftarin', 'anak', 'sy', 'kontrol', 'tgl', 'nov', 'check', 'in', 'manual', 'rumah', 'sakit', 'nya', 'nomor', 'antri', 'gantung', 'saya', 'gbs', 'ambil', 'nomor', 'antri', 'aplikasi', 'nya', 'nomor', 'antri', 'tgl', 'nov', 'hilang', 'batal', 'gagal', 'tolong', 'bantu', 'baik', 'aplikasi', 'akurat'];Netral
Pengguna Google;1;2026-01-08 15:26:31;"Untungnya rumah sakit yang saya kunjungi untuk kontrol telah konfirmasi kembali bahwa saya punya nomor antrian. Tiba tiba di Mobile JKN nomor antrian saya hilang/tidak ditunjukkan dan dianggap saya belum memiliki surat rujukan/surat kontrol. Saya kurang tahu apa ini bug atau error sementara tetapi hal ini bisa membuat pengguna panik/bingung karena tiba tiba nomor antrian hilang. Jadi jaga-jaga bagi pengguna setiap sudah ambil antrian online di Mobile JKN ditangkap layar (screenshot) juga.;";"untungnya rumah sakit yang saya kunjungi untuk kontrol telah konfirmasi kembali bahwa saya punya nomor antrian. tiba tiba di mobile jkn nomor antrian saya hilang/tidak ditunjukkan dan dianggap saya belum memiliki surat rujukan/surat kontrol. saya kurang tahu apa ini bug atau error sementara tetapi hal ini bisa membuat pengguna panik/bingung karena tiba tiba nomor antrian hilang. jadi jaga-jaga bagi pengguna setiap sudah ambil antrian online di mobile jkn ditangkap layar (screenshot) juga.;";Untungnya rumah sakit yang saya kunjungi untuk kontrol telah konfirmasi kembali bahwa saya punya nomor antrian Tiba tiba di Mobile JKN nomor antrian saya hilang tidak ditunjukkan dan dianggap saya belum memiliki surat rujukan surat kontrol Saya kurang tahu apa ini bug atau error sementara tetapi hal ini bisa membuat pengguna panik bingung karena tiba tiba nomor antrian hilang Jadi jaga jaga bagi pengguna setiap sudah ambil antrian online di Mobile JKN ditangkap layar screenshot juga;['Untungnya', 'rumah', 'sakit', 'yang', 'saya', 'kunjungi', 'untuk', 'kontrol', 'telah', 'konfirmasi', 'kembali', 'bahwa', 'saya', 'punya', 'nomor', 'antrian', 'Tiba', 'tiba', 'di', 'Mobile', 'JKN', 'nomor', 'antrian', 'saya', 'hilang', 'tidak', 'ditunjukkan', 'dan', 'dianggap', 'saya', 'belum', 'memiliki', 'surat', 'rujukan', 'surat', 'kontrol', 'Saya', 'kurang', 'tahu', 'apa', 'ini', 'bug', 'atau', 'error', 'sementara', 'tetapi', 'hal', 'ini', 'bisa', 'membuat', 'pengguna', 'panik', 'bingung', 'karena', 'tiba', 'tiba', 'nomor', 'antrian', 'hilang', 'Jadi', 'jaga', 'jaga', 'bagi', 'pengguna', 'setiap', 'sudah', 'ambil', 'antrian', 'online', 'di', 'Mobile', 'JKN', 'ditangkap', 'layar', 'screenshot', 'juga'];['Untungnya', 'rumah', 'sakit', 'yang', 'saya', 'kunjungi', 'untuk', 'kontrol', 'telah', 'konfirmasi', 'kembali', 'bahwa', 'saya', 'punya', 'nomor', 'antrian', 'Tiba', 'tiba', 'di', 'Mobile', 'JKN', 'nomor', 'antrian', 'saya', 'hilang', 'tidak', 'ditunjukkan', 'dan', 'dianggap', 'saya', 'belum', 'memiliki', 'surat', 'rujukan', 'surat', 'kontrol', 'Saya', 'kurang', 'tahu', 'apa', 'ini', 'bug', 'atau', 'error', 'sementara', 'tetapi', 'hal', 'ini', 'bisa', 'membuat', 'pengguna', 'panik', 'bingung', 'karena', 'tiba', 'tiba', 'nomor', 'antrian', 'hilang', 'Jadi', 'jaga', 'jaga', 'bagi', 'pengguna', 'setiap', 'sudah', 'ambil', 'antrian', 'online', 'di', 'Mobile', 'JKN', 'ditangkap', 'layar', 'screenshot', 'juga'];['Untungnya', 'rumah', 'sakit', 'kunjungi', 'kontrol', 'konfirmasi', 'nomor', 'antrian', 'Tiba', 'Mobile', 'JKN', 'nomor', 'antrian', 'hilang', 'dianggap', 'memiliki', 'surat', 'rujukan', 'surat', 'kontrol', 'Saya', 'bug', 'error', 'pengguna', 'panik', 'bingung', 'nomor', 'antrian', 'hilang', 'Jadi', 'jaga', 'jaga', 'pengguna', 'ambil', 'antrian', 'online', 'Mobile', 'JKN', 'ditangkap', 'layar', 'screenshot'];['untung', 'rumah', 'sakit', 'kunjung', 'kontrol', 'konfirmasi', 'nomor', 'antri', 'tiba', 'mobile', 'jkn', 'nomor', 'antri', 'hilang', 'anggap', 'milik', 'surat', 'rujuk', 'surat', 'kontrol', 'saya', 'bug', 'error', 'guna', 'panik', 'bingung', 'nomor', 'antri', 'hilang', 'jadi', 'jaga', 'jaga', 'guna', 'ambil', 'antri', 'online', 'mobile', 'jkn', 'tangkap', 'layar', 'screenshot'];Negatif
Pengguna Google;5;2026-01-17 04:07:51;"semoga berkah;";"semoga berkah;";semoga berkah;['semoga', 'berkah'];['semoga', 'berkah'];['semoga', 'berkah'];['moga', 'berkah'];Netral
acep suparman;5;2025-12-20 10:14:03;"Ok.. sangat membantu...;";"ok.. sangat membantu...;";Ok sangat membantu;['Ok', 'sangat', 'membantu'];['Ok', 'sangat', 'membantu'];['Ok', 'membantu'];['ok', 'bantu'];Positif
Apri Listiyanto;5;2025-12-24 22:26:03;"mudah;";"mudah;";mudah;['mudah'];['mudah'];['mudah'];['mudah'];Positif
Pengguna Google;5;2026-01-08 08:26:56;"cukup puas;";"cukup puas;";cukup puas;['cukup', 'puas'];['cukup', 'puas'];['puas'];['puas'];Positif
Tarsem Tarsem;5;2025-12-24 08:44:13;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-11 11:15:46;"good lan;";"good lan;";good lan;['good', 'lan'];['good', 'lan'];['good', 'lan'];['good', 'lan'];Netral
Pengguna Google;5;2025-12-30 02:42:41;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-20 04:38:14;"petugas sangat ramah dan enak dlm menjelaskan;";"petugas sangat ramah dan enak dlm menjelaskan;";petugas sangat ramah dan enak dlm menjelaskan;['petugas', 'sangat', 'ramah', 'dan', 'enak', 'dlm', 'menjelaskan'];['petugas', 'sangat', 'ramah', 'dan', 'enak', 'dlm', 'menjelaskan'];['petugas', 'ramah', 'enak', 'dlm'];['tugas', 'ramah', 'enak', 'dlm'];Netral
Pengguna Google;5;2026-01-19 03:51:34;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;4;2026-01-06 04:43:38;"okee;";"okee;";okee;['okee'];['okee'];['okee'];['okee'];Positif
Pengguna Google;5;2026-01-24 03:04:15;"Alhamdulillah barakallah sangat membantu aplikasi ini;";"alhamdulillah barakallah sangat membantu aplikasi ini;";Alhamdulillah barakallah sangat membantu aplikasi ini;['Alhamdulillah', 'barakallah', 'sangat', 'membantu', 'aplikasi', 'ini'];['Alhamdulillah', 'barakallah', 'sangat', 'membantu', 'aplikasi', 'ini'];['Alhamdulillah', 'barakallah', 'membantu', 'aplikasi'];['alhamdulillah', 'barakallah', 'bantu', 'aplikasi'];Positif
Fatih al Azzam;5;2025-12-22 16:47:51;"mudah dan cepat...;";"mudah dan cepat...;";mudah dan cepat;['mudah', 'dan', 'cepat'];['mudah', 'dan', 'cepat'];['mudah', 'cepat'];['mudah', 'cepat'];Positif
Pengguna Google;5;2026-01-22 09:14:37;"mempermudah pelayanan antrian;";"mempermudah pelayanan antrian;";mempermudah pelayanan antrian;['mempermudah', 'pelayanan', 'antrian'];['mempermudah', 'pelayanan', 'antrian'];['mempermudah', 'pelayanan', 'antrian'];['mudah', 'layan', 'antri'];Positif
Pengguna Google;5;2026-01-03 13:10:49;"good;";"good;";good;['good'];['good'];['good'];['good'];Netral
Pengguna Google;5;2026-01-24 11:53:22;"daftar anttian bisa secara online;";"daftar anttian bisa secara online;";daftar anttian bisa secara online;['daftar', 'anttian', 'bisa', 'secara', 'online'];['daftar', 'anttian', 'bisa', 'secara', 'online'];['daftar', 'anttian', 'online'];['daftar', 'anttian', 'online'];Netral
Pengguna Google;1;2026-01-15 01:09:08;"gasuka pol mempersulit lansia tiba² logou verivikasi gak di kirim kirim smsnya;";"gasuka pol mempersulit lansia tiba² logou verivikasi gak di kirim kirim smsnya;";gasuka pol mempersulit lansia tiba logou verivikasi gak di kirim kirim smsnya;['gasuka', 'pol', 'mempersulit', 'lansia', 'tiba', 'logou', 'verivikasi', 'gak', 'di', 'kirim', 'kirim', 'smsnya'];['gasuka', 'pol', 'mempersulit', 'lansia', 'tiba', 'logou', 'verivikasi', 'tidak', 'di', 'kirim', 'kirim', 'smsnya'];['gasuka', 'pol', 'mempersulit', 'lansia', 'logou', 'verivikasi', 'gak', 'kirim', 'kirim', 'smsnya'];['gasuka', 'pol', 'sulit', 'lansia', 'logou', 'verivikasi', 'gak', 'kirim', 'kirim', 'smsnya'];Netral
